Product ID,Process temperature [K],Tool wear [min],Target
L49671,308.9,197,0
H31906,308.8,199,0
M17353,308.8,204,0
L49674,308.8,207,1
M17355,308.8,209,0
M17356,308.9,212,0
M17357,308.9,215,0
L49678,308.9,218,0
M17359,308.9,220,0
L49680,308.9,223,0
M17361,308.9,225,0
L49682,309.0,228,1
L49683,309.0,0,0
L49684,309.1,2,0
L49685,309.1,4,0
M17366,309.1,6,0
H31921,309.1,9,0
L49688,308.9,14,0
L49689,308.9,16,0
L49690,309.0,18,0
M17371,308.9,20,0
L49692,308.8,23,0
L49693,308.7,25,0
L49694,308.6,27,0
L49695,308.5,29,0
L49696,308.5,31,0
L49697,308.5,33,0
M17378,308.6,35,0
L49699,308.6,38,0
L49700,308.6,40,0
L49701,308.6,42,0
M17382,308.7,44,0
L49703,308.7,47,0
M17384,308.7,49,0
M17385,308.6,52,0
L49706,308.6,55,0
L49707,308.5,57,0
L49708,308.6,59,0
M17389,308.6,61,0
L49710,308.7,64,0
M17391,308.5,66,0
L49712,308.7,69,0
L49713,308.7,71,0
L49714,308.7,73,0
L49715,308.8,75,0
L49716,308.8,77,0
H31951,308.7,79,0
L49718,308.8,84,0
L49719,308.8,86,0
L49720,308.8,88,0
H31955,308.8,90,0
H31956,308.9,95,0
L49723,309.0,100,0
L49724,309.0,102,0
M17405,309.0,104,0
L49726,309.1,107,0
L49727,309.1,109,0
M17408,309.2,111,0
L49729,309.2,114,0
L49730,309.3,116,0
L49731,309.2,118,0
H31966,309.1,120,0
L49733,309.1,125,0
L49734,309.1,127,0
L49735,309.2,129,0
M17416,309.1,131,0
M17417,309.1,134,0
M17418,309.0,137,0
L49739,309.0,140,0
M17420,309.1,142,0
L49741,309.2,145,0
L49742,309.1,147,0
L49743,309.1,149,0
L49744,309.1,151,0
L49745,309.1,153,0
M17426,309.0,155,0
L49747,309.1,158,0
L49748,309.2,160,0
H31983,309.2,162,0
L49750,309.2,167,0
M17431,309.2,169,0
M17432,309.1,172,0
L49753,309.2,175,0
L49754,309.3,177,0
L49755,309.3,179,0
L49756,309.3,181,0
L49757,309.4,183,0
L49758,309.3,185,0
L49759,309.1,187,0
L49760,309.1,189,0
L49761,309.1,191,1
L49762,309.0,193,0
L49763,308.9,195,0
L49764,308.8,197,0
M17445,308.7,199,0
L49766,308.7,202,0
L49767,308.7,204,0
L49768,308.7,206,0
L49769,308.7,208,0
L49770,308.7,0,0
L49771,308.6,2,0
L49772,308.6,4,0
H32007,308.5,6,0
L49774,308.5,11,0
M17455,308.6,13,0
L49776,308.7,16,0
L49777,308.7,18,0
L49778,308.8,20,1
M17459,308.9,22,0
L49780,309.0,25,0
L49781,309.1,27,0
L49782,309.2,29,0
M17463,309.2,31,0
M17464,309.1,34,0
L49785,309.2,37,0
H32020,309.3,39,0
L49787,309.3,44,0
L49788,309.3,46,0
L49789,309.2,48,0
H32024,309.1,50,0
L49791,309.1,55,0
L49792,309.1,57,0
M17473,309.1,59,0
L49794,309.1,62,0
L49795,309.0,64,0
L49796,309.1,66,0
L49797,309.1,68,0
M17478,309.1,70,0
L49799,309.2,73,0
L49800,309.2,75,0
M17481,309.3,77,0
M17482,309.4,80,0
M17483,309.4,83,0
H32038,309.5,86,0
L49805,309.4,91,0
L49806,309.4,93,0
M17487,309.6,95,0
H32042,309.6,98,0
L49809,309.7,103,0
L49810,309.8,105,0
H32045,309.7,107,0
M17492,309.7,112,0
L49813,309.8,115,0
L49814,309.7,117,0
H32049,309.6,119,0
L49816,309.6,124,0
L49817,309.6,126,0
L49818,309.5,128,0
M17499,309.4,130,0
M17500,309.5,133,0
H32055,309.5,136,0
L49822,309.5,141,0
M17503,309.4,143,0
L49824,309.4,146,0
H32059,309.5,148,0
M17506,309.5,153,0
L49827,309.4,156,0
L49828,309.4,158,0
M17509,309.5,160,0
L49830,309.6,163,0
L49831,309.5,165,0
L49832,309.5,167,0
L49833,309.5,169,0
L49834,309.5,171,0
M17515,309.4,173,0
L49836,309.5,176,0
M17517,309.5,178,0
L49838,309.4,181,0
H32073,309.3,183,0
L49840,309.3,188,0
M17521,309.4,190,0
M17522,309.4,193,0
L49843,309.3,196,0
M17524,309.4,198,0
L49845,309.4,201,0
H32080,309.2,203,0
M17527,309.3,208,0
M17528,309.3,211,0
H32083,309.3,214,0
L49850,309.4,219,0
M17531,309.3,221,1
L49852,309.3,0,0
L49853,309.4,2,0
L49854,309.3,4,0
L49855,309.3,6,0
L49856,309.3,8,0
L49857,309.5,10,0
L49858,309.6,12,0
L49859,309.5,14,0
L49860,309.5,16,0
L49861,309.5,18,0
M17542,309.6,20,0
L49863,309.5,23,0
L49864,309.4,25,0
L49865,309.4,27,0
L49866,309.4,29,0
L49867,309.4,31,0
L49868,309.4,33,0
L49869,309.5,35,0
L49870,309.5,37,0
L49871,309.6,39,0
L49872,309.7,41,0
M17553,309.6,43,0
M17554,309.6,46,0
L49875,309.5,49,0
L49876,309.6,51,0
L49877,309.6,53,0
L49878,309.4,55,0
L49879,309.4,57,0
L49880,309.3,59,0
L49881,309.2,61,0
L49882,309.2,63,0
M17563,309.2,65,0
M17564,309.2,68,0
L49885,309.2,71,0
M17566,309.1,73,0
M17567,309.0,76,0
L49888,309.1,79,0
L49889,309.1,81,0
L49890,309.1,83,0
L49891,309.1,85,0
H32126,309.2,87,0
M17573,309.2,92,0
M17574,309.1,95,0
M17575,309.0,98,0
L49896,309.0,101,0
M17577,309.1,103,0
L49898,309.1,106,0
L49899,309.2,108,0
L49900,309.2,110,0
M17581,309.3,112,0
L49902,309.3,115,0
L49903,309.4,117,0
M17584,309.3,119,0
L49905,309.4,122,0
M17586,309.4,124,0
L49907,309.3,127,0
L49908,309.3,129,0
L49909,309.3,131,0
L49910,309.2,133,0
M17591,309.2,135,0
L49912,309.2,138,0
L49913,309.2,140,0
H32148,309.2,142,0
L49915,309.2,147,0
M17596,309.1,149,0
M17597,309.1,152,0
M17598,309.1,155,0
L49919,309.2,158,0
L49920,309.0,160,0
L49921,309.0,162,0
L49922,309.1,164,0
L49923,309.1,166,0
L49924,309.2,168,0
M17605,309.1,170,0
L49926,309.2,173,0
L49927,309.2,175,0
L49928,309.2,177,0
M17609,309.2,179,1
H32164,309.2,182,0
L49931,309.1,187,0
M17612,309.1,189,0
L49933,309.1,192,0
H32168,309.1,194,0
L49935,309.2,199,0
L49936,309.2,201,0
L49937,309.2,203,0
M17618,309.2,205,0
L49939,309.1,208,0
L49940,309.2,210,0
L49941,309.3,212,1
L49942,309.2,214,0
L49943,309.2,216,0
M17624,309.3,0,0
M17625,309.4,3,0
M17626,309.4,6,0
L49947,309.5,9,0
L49948,309.5,11,0
M17629,309.6,13,0
L49950,309.6,16,0
L49951,309.5,18,0
L49952,309.4,20,0
L49953,309.4,22,0
L49954,309.4,24,0
L49955,309.4,26,0
L49956,309.4,28,0
L49957,309.4,30,0
L49958,309.4,32,0
L49959,309.5,34,0
M17640,309.6,36,0
L49961,309.5,39,0
M17642,309.6,41,0
M17643,309.6,44,0
L49964,309.6,47,0
L49965,309.5,49,0
M17646,309.5,51,0
M17647,309.6,54,0
L49968,309.6,57,0
H32203,309.5,59,0
L49970,309.6,64,0
H32205,309.6,66,0
L49972,309.7,71,0
L49973,309.6,73,0
L49974,309.6,75,0
M17655,309.5,77,0
L49976,309.5,80,0
M17657,309.6,82,0
L49978,309.6,85,0
L49979,309.6,87,0
M17660,309.5,89,0
M17661,309.5,92,0
M17662,309.6,95,0
L49983,309.5,98,0
L49984,309.5,100,0
L49985,309.4,102,0
L49986,309.3,104,0
M17667,309.3,106,0
L49988,309.3,109,0
L49989,309.2,111,0
L49990,309.1,113,0
L49991,309.2,115,0
M17672,309.3,117,0
L49993,309.3,120,0
L49994,309.3,122,0
M17675,309.4,124,0
L49996,309.4,127,0
L49997,309.5,129,0
L49998,309.5,131,0
L49999,309.5,133,0
L50000,309.5,135,0
M17681,309.6,137,0
L50002,309.6,140,0
M17683,309.5,142,0
M17684,309.5,145,0
L50005,309.4,148,0
M17686,309.4,150,0
L50007,309.4,153,0
M17688,309.4,155,0
L50009,309.3,158,0
M17690,309.3,160,0
M17691,309.2,163,0
M17692,309.3,166,0
L50013,309.2,169,0
L50014,309.1,171,0
L50015,309.2,173,0
M17696,309.1,175,0
L50017,309.1,178,0
L50018,309.3,180,0
M17699,309.4,182,0
H32254,309.4,185,0
L50021,309.4,190,0
L50022,309.3,192,0
L50023,309.2,194,0
L50024,309.2,196,0
L50025,309.2,198,0
L50026,309.2,200,0
L50027,309.3,202,0
M17708,309.3,204,0
L50029,309.3,207,0
L50030,309.3,209,0
L50031,309.3,211,0
M17712,309.4,213,0
M17713,309.3,216,0
L50034,309.3,219,0
L50035,309.3,221,0
H32270,309.3,223,0
M17717,309.2,228,0
L50038,309.3,231,1
L50039,309.4,233,0
H32274,309.4,235,0
L50041,309.5,240,0
L50042,309.5,242,0
L50043,309.4,244,0
H32278,309.4,246,1
H32279,309.7,0,0
L50046,309.7,5,0
H32281,309.6,7,0
L50048,309.7,12,0
L50049,309.7,14,0
M17730,309.7,16,0
M17731,309.6,19,0
L50052,309.6,22,0
H32287,309.4,24,0
L50054,309.5,29,0
M17735,309.4,31,0
M17736,309.3,34,0
M17737,309.4,37,0
H32292,309.4,40,0
M17739,309.4,45,1
L50060,309.5,48,0
M17741,309.6,50,0
L50062,309.6,53,0
L50063,309.5,55,0
L50064,309.6,57,0
M17745,309.5,59,0
H32300,309.5,62,0
M17747,309.5,67,0
M17748,309.6,70,0
M17749,309.7,73,0
L50070,309.7,76,0
L50071,309.6,78,0
L50072,309.6,80,0
M17753,309.6,82,0
L50074,309.6,85,0
M17755,309.6,87,0
M17756,309.5,90,0
M17757,309.5,93,0
M17758,309.5,96,0
L50079,309.4,99,0
L50080,309.3,101,0
L50081,309.4,103,0
M17762,309.4,105,0
M17763,309.5,108,0
L50084,309.4,111,0
L50085,309.4,113,0
L50086,309.3,115,0
M17767,309.4,117,0
L50088,309.5,120,0
L50089,309.6,122,0
L50090,309.5,124,0
M17771,309.5,126,0
L50092,309.6,129,0
L50093,309.6,131,0
H32328,309.6,133,0
L50095,309.5,138,0
L50096,309.6,140,0
L50097,309.5,142,0
M17778,309.5,144,0
L50099,309.6,147,0
L50100,309.7,149,0
L50101,309.8,151,0
L50102,309.7,153,0
M17783,309.7,155,0
L50104,309.7,158,0
M17785,309.6,160,0
L50106,309.7,163,0
M17787,309.6,165,0
M17788,309.7,168,0
M17789,309.7,171,0
H32344,309.6,174,0
L50111,309.7,179,0
L50112,309.7,181,0
M17793,309.7,183,0
M17794,309.6,186,0
M17795,309.7,189,0
M17796,309.7,192,0
L50117,309.6,195,0
L50118,309.5,197,0
L50119,309.7,199,0
L50120,309.7,201,0
M17801,309.6,203,1
L50122,309.5,0,0
H32357,309.5,2,0
L50124,309.6,7,0
H32359,309.6,9,0
M17806,309.5,14,0
L50127,309.5,17,0
L50128,309.5,19,0
M17809,309.5,21,0
M17810,309.5,24,0
L50131,309.5,27,0
H32366,309.5,29,0
L50133,309.5,34,0
H32368,309.4,36,0
M17815,309.5,41,0
M17816,309.6,44,0
L50137,309.6,47,0
M17818,309.5,49,0
M17819,309.4,52,0
L50140,309.5,55,0
L50141,309.4,57,0
L50142,309.5,59,0
M17823,309.6,61,0
L50144,309.5,64,0
M17825,309.5,66,0
L50146,309.3,69,0
L50147,309.4,71,0
M17828,309.4,73,0
L50149,309.4,76,0
M17830,309.4,78,0
M17831,309.5,81,0
M17832,309.4,84,0
M17833,309.3,87,0
M17834,309.4,90,0
H32389,309.4,93,0
M17836,309.3,98,0
L50157,309.3,101,0
H32392,309.4,103,0
L50159,309.5,108,0
L50160,309.5,110,0
H32395,309.4,112,0
L50162,309.5,117,0
L50163,309.6,119,0
L50164,309.7,121,0
L50165,309.8,123,0
L50166,309.8,125,0
M17847,309.8,127,0
M17848,309.8,130,0
L50169,309.8,133,0
L50170,309.8,135,0
M17851,309.7,137,0
M17852,309.7,140,0
M17853,309.8,143,0
L50174,309.8,146,0
L50175,309.8,148,0
M17856,309.8,150,0
L50177,309.8,153,0
L50178,309.7,155,0
L50179,309.7,157,0
H32414,309.8,159,1
L50181,309.8,164,0
M17862,309.8,166,0
M17863,309.9,169,0
M17864,309.9,172,0
L50185,309.9,175,0
L50186,309.7,177,0
L50187,309.7,179,0
M17868,309.7,181,0
M17869,309.7,184,0
L50190,309.6,187,0
M17871,309.5,189,0
L50192,309.6,192,0
L50193,309.6,194,0
L50194,309.7,196,0
L50195,309.7,198,0
L50196,309.8,200,0
L50197,309.8,202,0
M17878,309.8,204,0
L50199,309.8,207,1
L50200,309.6,209,0
L50201,309.8,211,0
L50202,309.6,213,0
L50203,309.5,215,0
L50204,309.6,217,0
L50205,309.6,219,0
M17886,309.5,221,0
L50207,309.5,0,0
L50208,309.5,2,0
L50209,309.5,4,0
M17890,309.6,6,0
M17891,309.7,9,0
M17892,309.8,12,0
M17893,309.7,15,0
H32448,309.7,18,0
M17895,309.7,23,0
L50216,309.6,26,0
L50217,309.7,28,0
L50218,309.5,30,0
M17899,309.5,32,0
L50220,309.5,35,0
L50221,309.5,37,0
M17902,309.4,39,0
L50223,309.5,42,0
L50224,309.4,44,0
L50225,309.4,46,0
M17906,309.4,48,0
L50227,309.4,51,0
L50228,309.3,53,0
L50229,309.2,55,0
L50230,309.2,57,0
L50231,309.3,59,0
L50232,309.2,61,0
H32467,309.3,63,0
H32468,309.3,68,0
L50235,309.2,73,0
L50236,309.2,75,0
L50237,309.1,77,0
L50238,309.0,79,0
M17919,309.0,81,0
L50240,309.1,84,0
L50241,309.1,86,0
L50242,309.0,88,0
L50243,309.1,90,0
M17924,309.1,92,0
M17925,309.2,95,0
M17926,309.2,98,0
L50247,309.2,101,0
H32482,309.0,103,0
L50249,309.1,108,0
L50250,309.1,110,0
L50251,309.0,112,0
L50252,309.0,114,0
L50253,309.1,116,0
L50254,309.2,118,0
M17935,309.2,120,0
L50256,309.2,123,0
L50257,309.3,125,0
M17938,309.4,127,0
L50259,309.3,130,0
M17940,309.2,132,0
M17941,309.3,135,0
M17942,309.3,138,0
L50263,309.3,141,0
H32498,309.4,143,0
L50265,309.2,148,0
L50266,309.2,150,0
M17947,309.1,152,0
M17948,309.1,155,0
H32503,309.3,158,0
H32504,309.3,163,0
L50271,309.3,168,0
M17952,309.3,170,0
L50273,309.3,173,0
L50274,309.3,175,0
M17955,309.2,177,0
L50276,309.2,180,0
M17957,309.2,182,0
M17958,309.2,185,0
M17959,309.1,188,0
L50280,309.1,191,0
H32515,309.0,193,0
L50282,309.1,198,0
L50283,309.1,200,0
M17964,309.2,202,0
L50285,309.1,205,0
L50286,309.1,207,0
M17967,309.1,209,0
L50288,309.2,212,0
L50289,309.2,214,0
H32524,309.2,0,0
L50291,309.2,5,0
M17972,309.1,7,0
M17973,309.1,10,0
M17974,309.2,13,0
L50295,309.2,16,0
L50296,309.2,18,0
M17977,309.3,20,0
M17978,309.5,23,0
L50299,309.4,26,0
H32534,309.4,28,0
L50301,309.4,33,0
L50302,309.3,35,0
H32537,309.4,37,0
L50304,309.4,42,0
L50305,309.4,44,0
L50306,309.4,46,0
L50307,309.5,48,0
M17988,309.5,50,0
L50309,309.6,53,0
L50310,309.6,55,0
L50311,309.5,57,0
L50312,309.5,59,0
H32547,309.6,61,0
L50314,309.6,66,0
L50315,309.8,68,0
L50316,309.9,70,0
L50317,309.9,72,0
L50318,309.9,74,0
H32553,309.9,76,0
H32554,309.9,81,1
L50321,310.0,86,0
L50322,310.0,88,0
H32557,310.0,90,0
M18004,310.0,95,0
M18005,310.0,98,0
M18006,309.9,101,0
M18007,309.7,104,0
H32562,309.8,107,0
H32563,309.7,112,0
L50330,309.8,117,0
L50331,309.8,119,0
M18012,309.8,121,0
M18013,309.9,124,0
L50334,309.7,127,0
L50335,309.8,129,0
L50336,309.7,131,0
M18017,309.7,133,0
L50338,309.7,136,0
H32573,309.8,138,0
M18020,309.7,143,0
L50341,309.8,146,0
L50342,309.9,148,0
L50343,309.8,150,0
L50344,309.7,152,0
L50345,309.6,154,0
M18026,309.7,156,0
L50347,309.7,159,0
M18028,309.6,161,0
M18029,309.6,164,0
M18030,309.7,167,0
L50351,309.6,170,0
M18032,309.6,172,0
L50353,309.6,175,0
L50354,309.6,177,0
L50355,309.6,179,0
L50356,309.6,181,0
M18037,309.5,183,0
M18038,309.4,186,0
L50359,309.3,189,0
M18040,309.4,191,0
L50361,309.4,194,0
M18042,309.3,196,0
L50363,309.3,199,0
L50364,309.3,201,0
L50365,309.3,203,0
M18046,309.4,205,0
M18047,309.4,208,0
M18048,309.2,211,0
L50369,309.1,214,0
L50370,309.2,216,0
M18051,309.2,218,0
M18052,309.2,221,0
L50373,309.1,0,0
L50374,309.0,2,0
M18055,309.2,4,0
L50376,309.1,7,0
L50377,309.1,9,0
M18058,309.1,11,0
H32613,309.1,14,0
M18060,309.2,19,0
L50381,309.1,22,0
L50382,309.2,24,0
M18063,309.1,26,0
L50384,309.0,29,0
M18065,308.9,31,0
M18066,309.0,34,0
M18067,309.0,37,0
M18068,309.1,40,0
L50389,309.2,43,0
M18070,309.2,45,0
L50391,309.2,48,0
L50392,309.2,50,0
L50393,309.2,52,0
H32628,309.3,54,0
M18075,309.4,59,0
L50396,309.5,62,0
L50397,309.5,64,0
L50398,309.6,66,0
M18079,309.6,68,0
M18080,309.6,71,0
L50401,309.6,74,0
M18082,309.7,76,0
H32637,309.5,79,0
M18084,309.5,84,0
L50405,309.4,87,0
L50406,309.3,89,0
M18087,309.3,91,0
L50408,309.3,94,0
L50409,309.4,96,0
L50410,309.4,98,0
L50411,309.3,100,0
L50412,309.3,102,0
H32647,309.4,104,0
L50414,309.4,109,0
L50415,309.4,111,0
M18096,309.4,113,1
M18097,309.5,116,0
M18098,309.4,119,0
L50419,309.5,122,0
L50420,309.5,124,0
H32655,309.5,126,0
L50422,309.6,131,0
L50423,309.6,133,0
M18104,309.6,135,0
M18105,309.6,138,0
L50426,309.7,141,0
M18107,309.8,143,0
M18108,309.7,146,0
L50429,309.8,149,0
H32664,309.8,151,0
L50431,309.6,156,0
L50432,309.7,158,0
L50433,309.6,160,0
M18114,309.7,162,0
L50435,309.7,165,0
L50436,309.8,167,0
L50437,309.9,169,0
L50438,309.9,171,0
M18119,310.0,173,0
M18120,310.0,176,0
H32675,310.1,179,0
L50442,310.1,184,0
L50443,310.0,186,0
H32678,310.1,188,0
L50445,310.1,193,0
L50446,310.1,195,1
L50447,310.0,197,0
M18128,310.1,199,0
M18129,310.0,202,0
L50450,310.1,205,0
M18131,310.0,207,0
M18132,310.0,210,0
M18133,309.9,213,0
L50454,310.0,0,0
H32689,310.0,2,0
L50456,310.0,7,0
L50457,310.1,9,0
L50458,310.0,11,0
L50459,309.9,13,0
M18140,309.9,15,0
M18141,310.0,18,0
L50462,309.9,21,0
L50463,309.9,23,0
H32698,309.9,25,0
L50465,309.9,30,0
L50466,310.0,32,0
M18147,310.1,34,0
L50468,310.1,37,0
M18149,310.1,39,0
L50470,310.2,42,0
M18151,310.1,44,0
L50472,310.3,47,0
M18153,310.3,49,0
L50474,310.2,52,0
L50475,310.2,54,0
M18156,310.3,56,0
L50477,310.3,59,0
L50478,310.3,61,0
L50479,310.5,63,0
H32714,310.4,65,0
L50481,310.5,70,0
L50482,310.5,72,0
L50483,310.4,74,0
L50484,310.3,76,0
M18165,310.4,78,0
L50486,310.5,81,0
M18167,310.5,83,0
L50488,310.4,86,0
L50489,310.4,88,0
L50490,310.4,90,0
L50491,310.4,92,0
L50492,310.4,94,0
L50493,310.4,96,0
L50494,310.5,98,0
M18175,310.6,100,0
M18176,310.5,103,0
L50497,310.5,106,0
L50498,310.4,108,0
L50499,310.4,110,0
L50500,310.5,112,0
L50501,310.6,114,0
L50502,310.5,116,0
L50503,310.5,118,0
L50504,310.6,120,0
L50505,310.6,122,0
L50506,310.6,124,0
M18187,310.6,126,0
L50508,310.6,129,0
L50509,310.7,131,0
L50510,310.8,133,0
L50511,310.8,135,0
M18192,310.8,137,0
M18193,310.8,140,0
M18194,310.8,143,0
L50515,310.9,146,0
L50516,310.8,148,0
L50517,310.8,150,0
M18198,310.9,152,0
L50519,310.9,155,0
M18200,310.8,157,0
H32755,310.7,160,0
L50522,310.8,165,0
M18203,310.8,167,0
L50524,310.7,170,0
L50525,310.7,172,0
L50526,310.7,174,0
L50527,310.6,176,0
M18208,310.7,178,0
L50529,310.7,181,0
L50530,310.8,183,1
L50531,310.8,185,0
L50532,310.8,187,0
L50533,310.9,189,0
L50534,310.9,191,0
L50535,310.8,193,0
L50536,310.8,195,1
H32771,310.7,197,0
L50538,310.6,202,0
L50539,310.6,204,0
L50540,310.6,206,0
L50541,310.6,208,0
L50542,310.6,210,0
L50543,310.6,212,0
L50544,310.5,0,0
M18225,310.6,2,0
M18226,310.7,5,0
H32781,310.7,8,0
L50548,310.8,13,0
L50549,310.9,15,1
L50550,310.7,17,0
L50551,310.7,19,0
L50552,310.8,21,0
L50553,310.7,23,0
L50554,310.7,25,0
M18235,310.6,27,0
M18236,310.8,30,0
H32791,310.8,33,0
L50558,310.7,38,0
M18239,310.7,40,0
L50560,310.7,43,0
L50561,310.6,45,0
L50562,310.6,47,0
H32797,310.6,49,0
L50564,310.6,54,0
L50565,310.7,56,0
H32800,310.8,58,0
M18247,310.8,63,0
M18248,310.9,66,0
M18249,310.7,69,0
H32804,310.7,72,0
L50571,310.7,77,0
L50572,310.7,79,0
L50573,310.6,81,0
L50574,310.6,83,0
L50575,310.5,85,0
M18256,310.6,87,0
L50577,310.6,90,0
L50578,310.7,92,0
L50579,310.7,94,0
H32814,310.7,96,0
M18261,310.7,101,0
L50582,310.6,104,0
L50583,310.5,106,0
L50584,310.4,108,0
M18265,310.4,110,0
L50586,310.4,113,0
L50587,310.4,115,0
M18268,310.4,117,0
M18269,310.4,120,0
L50590,310.3,123,0
L50591,310.3,125,0
L50592,310.3,127,0
L50593,310.3,129,0
L50594,310.3,131,0
L50595,310.4,133,0
L50596,310.5,135,0
L50597,310.6,137,0
H32832,310.6,139,0
L50599,310.5,144,0
L50600,310.6,146,0
M18281,310.5,148,0
L50602,310.4,151,0
L50603,310.4,153,0
L50604,310.5,155,0
M18285,310.5,157,0
L50606,310.5,160,0
L50607,310.6,162,0
L50608,310.6,164,0
H32843,310.5,166,0
H32844,310.6,171,0
L50611,310.7,176,0
M18292,310.7,178,0
M18293,310.6,181,0
M18294,310.5,184,0
L50615,310.5,187,0
L50616,310.5,189,0
L50617,310.5,191,0
L50618,310.4,193,0
L50619,310.3,195,0
L50620,310.3,197,0
L50621,310.4,199,0
M18302,310.5,201,0
L50623,310.5,204,0
L50624,310.6,206,0
M18305,310.6,208,0
H32860,310.6,211,0
L50627,310.6,216,0
L50628,310.6,218,0
L50629,310.7,220,0
L50630,310.6,222,0
L50631,310.6,0,0
H32866,310.5,2,0
L50633,310.4,7,0
L50634,310.4,9,0
H32869,310.3,11,0
H32870,310.4,16,0
M18317,310.4,21,1
L50638,310.4,24,0
L50639,310.4,26,0
L50640,310.3,28,0
H32875,310.4,30,0
H32876,310.5,35,0
L50643,310.5,40,0
L50644,310.6,42,0
M18325,310.7,44,0
L50646,310.6,47,0
L50647,310.7,49,0
L50648,310.7,51,0
M18329,310.7,53,0
L50650,310.8,56,0
L50651,310.7,58,0
L50652,310.7,60,0
M18333,310.8,62,0
M18334,310.8,65,0
L50655,310.7,68,0
L50656,310.6,70,0
L50657,310.7,72,0
L50658,310.7,74,0
M18339,310.8,76,0
L50660,310.8,79,0
L50661,310.9,81,0
L50662,310.8,83,0
H32897,310.8,85,0
L50664,310.8,90,0
L50665,310.8,92,0
L50666,310.8,94,0
M18347,310.8,96,0
L50668,310.9,99,0
L50669,310.9,101,0
M18350,310.9,103,0
H32905,310.9,106,0
H32906,311.0,111,0
M18353,311.0,116,0
L50674,311.0,119,0
M18355,311.0,121,0
L50676,310.9,124,0
L50677,311.0,126,0
L50678,311.0,128,0
L50679,311.0,130,0
H32914,311.0,132,0
H32915,311.0,137,0
M18362,310.9,142,0
L50683,310.8,145,0
M18364,310.8,147,0
L50685,310.8,150,0
H32920,310.8,152,0
M18367,310.8,157,0
L50688,310.9,160,0
L50689,311.0,162,0
L50690,311.0,164,0
L50691,311.0,166,0
M18372,311.0,168,0
M18373,311.1,171,0
H32928,311.0,174,0
M18375,311.1,179,0
L50696,311.1,182,0
L50697,311.0,184,0
L50698,311.0,186,0
M18379,310.9,188,0
L50700,311.0,191,0
L50701,311.0,193,0
L50702,311.0,195,0
L50703,310.9,197,0
M18384,310.8,199,0
L50705,310.9,202,0
H32940,310.8,204,0
M18387,310.9,209,0
L50708,310.9,212,1
L50709,310.9,214,1
M18390,310.9,0,0
M18391,310.9,3,0
L50712,310.9,6,0
L50713,311.0,8,0
M18394,311.1,10,0
H32949,311.0,13,0
L50716,311.0,18,0
M18397,311.0,20,0
L50718,311.1,23,0
L50719,311.0,25,0
L50720,310.9,27,0
L50721,310.8,29,0
L50722,310.9,31,0
L50723,310.9,33,0
M18404,310.9,35,0
L50725,310.8,38,0
M18406,310.9,40,0
M18407,311.0,43,0
L50728,310.9,46,0
M18409,310.9,48,0
M18410,311.0,51,0
L50731,310.9,54,0
M18412,310.9,56,0
M18413,310.8,59,0
L50734,310.8,62,0
L50735,310.7,64,0
L50736,310.8,66,0
M18417,310.7,68,0
L50738,310.6,71,0
M18419,310.7,73,0
L50740,310.7,76,0
L50741,310.6,78,0
L50742,310.6,80,0
M18423,310.7,82,0
M18424,310.6,85,0
M18425,310.7,88,0
L50746,310.6,91,0
L50747,310.5,93,0
L50748,310.6,95,0
M18429,310.6,97,0
H32984,310.6,100,0
M18431,310.6,105,0
L50752,310.6,108,0
L50753,310.6,110,0
L50754,310.6,112,0
L50755,310.5,114,0
L50756,310.4,116,0
M18437,310.4,118,0
M18438,310.5,121,0
L50759,310.6,124,1
L50760,310.6,126,0
M18441,310.6,128,0
L50762,310.6,131,0
L50763,310.7,133,0
L50764,310.6,135,0
L50765,310.7,137,0
L50766,310.5,139,0
H33001,310.5,141,0
M18448,310.6,146,0
L50769,310.5,149,0
L50770,310.6,151,0
M18451,310.5,153,0
H33006,310.4,156,0
M18453,310.4,161,0
M18454,310.4,164,0
L50775,310.4,167,0
L50776,310.5,169,0
M18457,310.5,171,0
L50778,310.5,174,0
H33013,310.5,176,0
L50780,310.5,181,0
L50781,310.5,183,0
M18462,310.6,185,0
L50783,310.7,188,0
L50784,310.8,190,0
L50785,310.7,192,0
L50786,310.7,194,0
L50787,310.7,196,0
M18468,310.8,198,0
M18469,310.9,201,0
M18470,310.8,204,0
L50791,310.9,207,1
L50792,310.8,0,0
L50793,310.9,2,0
L50794,311.0,4,0
M18475,311.1,6,0
M18476,311.1,9,0
L50797,311.0,12,0
L50798,311.1,14,0
L50799,311.2,16,0
H33034,311.2,18,0
L50801,311.2,23,0
L50802,311.3,25,0
M18483,311.3,27,0
M18484,311.4,30,0
M18485,311.4,33,0
M18486,311.5,36,0
L50807,311.5,39,0
L50808,311.4,41,0
L50809,311.3,43,0
L50810,311.2,45,0
M18491,311.4,47,0
L50812,311.3,50,0
M18493,311.3,52,0
L50814,311.4,55,0
M18495,311.2,57,0
L50816,311.4,60,0
M18497,311.4,62,0
M18498,311.5,65,0
L50819,311.6,68,0
H33054,311.6,70,0
L50821,311.6,75,0
L50822,311.6,77,0
L50823,311.6,79,0
L50824,311.5,81,0
L50825,311.5,83,0
M18506,311.5,85,0
L50827,311.5,88,0
M18508,311.5,90,0
L50829,311.5,93,0
L50830,311.4,95,0
L50831,311.5,97,0
M18512,311.5,99,0
L50833,311.4,102,0
L50834,311.4,104,0
